NumberOfOffers,Outcome,FirstWithdrawalAmount,MonthlyCost,CreditScore,Treatment,limit raise,new credit,car,caravan / camper,existing loan takeover,extra spending limit,home improvement,motorcycle,not speficied,other,"other, see explanation",remaining debt home,unknown
2,0,5000.0,199.14,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,15000.0,385.42,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,10000.0,108.81,977.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,199.14,985.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,129.0,397.11,938.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,15000.0,154.11,898.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,300.07,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,40000.0,407.29,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,3750.0,118.15,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,10000.0,302.21,811.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,8500.0,427.65,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,4885.0,154.11,919.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8304.0,297.05,790.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,11000.0,299.85,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,680.68,1029.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,6500.0,198.67,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,45000.0,470.67,893.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,20000.0,643.81,649.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,652.68,183.39,870.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2399.0,386.93,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,8304.0,150.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5750.0,399.67,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,13000.0,150.23,816.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,10000.0,300.07,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,9101.0,232.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,15000.0,407.29,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,12000.0,529.45,684.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5500.0,168.1,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,8500.0,496.18,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,286.0,625.43,738.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,8304.0,250.0,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,4902.0,397.11,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,12988.0,312.42,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,15974.5,695.54,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5078.0,325.83,954.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,13500.0,143.72,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,565.83,920.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,15527.48,330.92,865.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8800.0,758.66,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8500.0,225.0,950.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,6000.0,198.54,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8600.0,382.38,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,24232.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,152.82,1015.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,30000.0,305.47,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,152.82,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,250.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,250.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,20000.0,205.49,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,729.4,759.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,356.38,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,590.0,200.0,871.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,985.0,299.52,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,20000.0,537.71,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,6000.0,266.77,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,10000.0,106.46,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,15000.0,340.8,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,18500.0,809.91,899.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,5000.0,470.49,899.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,40000.0,407.29,850.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,125.07,968.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,56.3,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,1743.44,836.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,25000.0,254.56,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,6000.0,302.21,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,12000.0,127.75,868.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,266.2,1003.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,11000.0,444.96,899.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,6000.0,289.53,906.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5000.0,152.82,676.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,17000.0,507.93,947.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,50000.0,509.11,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,692.29,1070.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,8304.0,127.75,1001.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,208.0,356.38,1034.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,30000.0,305.47,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,164.39,787.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,152.82,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1347.0,407.29,880.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,9674.0,254.56,996.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,6000.0,141.78,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,379.48,1073.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15000.0,154.11,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,21000.0,215.76,899.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,8304.0,500.0,860.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,72000.0,733.12,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,15000.0,401.64,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,3016.0,298.17,1001.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,200.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,30000.0,313.78,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,25000.0,261.48,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,13357.0,448.19,998.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4,0,8304.0,565.0,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8000.0,200.12,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,6193.0,174.66,705.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,498.68,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,157.59,787.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,12500.0,508.73,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,20200.0,305.47,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,15000.0,653.47,969.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,450.0,908.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,500.0,899.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,30000.0,305.47,931.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,15000.0,394.13,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1524.0,371.65,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,241.86,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,10000.0,300.07,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,21000.0,215.76,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,3515.0,216.83,923.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,8304.0,200.0,899.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,75000.0,763.67,983.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,3000.0,400.0,899.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,6164.0,173.12,686.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,3514.0,106.46,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,3500.0,150.0,1136.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,6268.72,164.39,1030.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,15000.0,154.11,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5637.0,407.29,829.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,10000.0,108.81,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5626.0,763.67,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8000.0,244.52,899.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,5000.0,205.49,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,56.3,983.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,2086.0,78.82,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,16000.0,402.26,941.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,2608.0,252.12,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,10000.0,108.81,859.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,12000.0,127.75,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,75.0,224.5,878.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,15000.0,364.85,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5815.03,458.2,964.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,8304.0,260.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,5000.0,56.3,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2500.0,300.0,825.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,197.0,159.25,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,200.0,747.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,5000.0,56.3,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,31500.0,741.47,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,5495.0,745.6,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,3294.0,313.78,808.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,175.0,972.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,113.99,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,431.05,899.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,1,20000.0,205.49,1018.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,10000.0,106.46,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,5000.0,223.16,1016.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5000.0,222.31,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,5000.0,118.15,899.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,1,9236.0,248.42,722.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,14000.0,152.33,1043.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,300.07,1018.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,108.81,924.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,30000.0,313.78,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,14000.0,149.04,1031.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,30000.0,313.78,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,6000.0,200.0,905.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,11500.0,265.25,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,150.0,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,9750.76,318.3,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,20000.0,454.39,606.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,6648.0,226.03,944.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,30000.0,313.78,952.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,20200.0,305.47,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,724.0,139.23,847.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,57.87,339.93,893.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,22500.0,231.17,956.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8304.0,100.0,899.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3000.0,250.0,872.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,8304.0,887.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,2386.76,579.05,885.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,10000.0,249.58,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,8304.0,175.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,208.0,251.15,817.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,15300.0,157.2,956.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,8304.0,325.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,5500.0,154.11,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,2845.0,437.84,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,7589.0,199.22,785.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,10700.0,113.91,924.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,15000.0,154.11,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,300.07,1082.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,244.52,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,10500.0,244.46,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,8304.0,122.43,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,0,58000.0,590.57,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2842.0,154.11,865.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,601.41,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,470.67,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8304.0,500.0,899.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8304.0,200.0,996.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,0,16000.0,347.39,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2400.0,220.9,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8800.0,370.0,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5000.0,120.36,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,8000.0,355.7,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8000.0,600.0,826.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,10000.0,106.46,1067.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,13076.0,386.6,825.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,9350.0,230.66,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15000.0,154.11,866.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,13000.0,796.97,807.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1000.0,153.59,853.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,118.15,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,13000.0,299.85,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,6500.0,198.67,1099.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,16000.0,164.39,899.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,2000.0,500.0,899.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5000.0,431.92,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,35000.0,427.65,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,8304.0,236.31,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2607.0,288.32,885.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,1,8304.0,400.0,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,16500.0,443.61,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,3133.0,320.74,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2671.0,254.56,1009.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,7875.0,333.89,914.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,5000.0,118.15,1099.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,20000.0,597.56,635.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,8304.0,250.0,882.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,8304.0,200.0,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,10000.0,106.46,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,12000.0,127.75,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,50000.0,509.11,830.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,7000.0,311.24,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,7000.0,78.82,929.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,30000.0,313.78,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,350.0,950.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,8000.0,244.52,1088.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,4936.09,597.56,767.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,25000.0,254.56,1020.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,10000.0,224.5,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,11500.0,265.25,1142.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,277.22,1042.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,60000.0,627.56,888.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,20000.0,205.49,841.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,15941.0,458.2,807.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,32.88,79.95,756.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,2489.0,299.55,621.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5500.0,198.66,780.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,200.0,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,15000.0,157.0,966.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,15000.0,165.34,943.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,7000.0,213.95,865.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,8304.0,565.0,899.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,4000.0,150.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,18000.0,408.95,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,20000.0,205.49,899.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5000.0,222.31,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,60000.0,610.93,1009.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,8304.0,200.0,899.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2500.0,285.1,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,5000.0,118.15,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,10000.0,439.07,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8304.0,500.0,940.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,6022.0,305.47,959.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,5000.0,152.82,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,15807.0,585.72,919.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,199.14,1080.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,10000.0,249.58,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,3000.0,106.46,873.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,10000.0,249.58,885.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,1,5000.0,120.36,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1900.0,298.17,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,20100.0,349.89,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5000.0,431.05,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,175.23,967.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,10000.0,355.65,899.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,15000.0,407.29,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,5800.0,298.17,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,9299.95,468.38,850.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,11000.0,330.08,899.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,10000.0,439.07,971.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,30000.0,305.47,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,5000.0,56.3,899.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,5000.0,152.82,870.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,30000.0,305.47,899.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,698.0,56.3,887.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8000.0,493.18,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,9950.0,261.48,899.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,645.0,159.46,948.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,8304.0,150.0,1100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,7000.0,325.83,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,90.08,905.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,6050.0,114.97,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,6000.0,150.0,1000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,8304.0,236.31,901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,8304.0,150.0,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,10000.0,222.33,899.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,25000.0,588.47,1064.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,5000.0,200.0,897.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8304.0,500.0,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1300.0,141.78,899.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,0,15000.0,340.8,899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,8304.0,75.0,899.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,10000.0,224.5,905.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,8500.0,200.85,1030.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,33000.0,336.01,899.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,5547.0,138.39,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,25000.0,254.56,899.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,30000.0,305.47,899.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,12500.0,149.99,977.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
